时间	开盘	最高	最低	收盘	涨跌	涨幅%	振幅%	总手(万)	金额(亿)	
2001-06-28,四	2231.37	2237.48	2213.58	2219.25	-10.58	-0.47	1.07	1336473000	13077432400	
2001-06-29,五	2218.57	2225.35	2214.16	2218.03	-1.22	-0.05	0.504	1723035000	9578770400	
2001-07-02,一	2220.42	2223.21	2201.59	2205.98	-12.05	-0.54	0.975	1208341400	9734739500	
2001-07-03,二	2206.85	2211.86	2191.67	2211.83	+5.85	0.27	0.915	2036417500	8128678600	
2001-07-04,三	2212.96	2216.21	2199.63	2202.06	-9.77	-0.44	0.750	1437926100	7097450400	
2001-07-05,四	2202.30	2204.26	2176.75	2181.66	-20.40	-0.93	1.25	1283470400	8958141500	
2001-07-06,五	2179.81	2187.23	2168.78	2170.52	-11.14	-0.51	0.846	1069991200	8616208100	
2001-07-09,一	2169.46	2175.17	2164.01	2169.66	-0.86	-0.04	0.514	890882500	7344830800	
2001-07-10,二	2172.61	2189.80	2172.59	2189.78	+20.12	0.93	0.793	729175000	7517806400	
2001-07-11,三	2190.98	2192.52	2167.67	2168.73	-21.05	-0.96	1.13	725206300	6976560700	
2001-07-12,四	2164.92	2168.40	2153.67	2165.48	-3.25	-0.15	0.679	746178200	6825996500	
2001-07-13,五	2167.69	2178.02	2158.85	2161.34	-4.14	-0.19	0.885	806142400	7374971700	
2001-07-16,一	2176.34	2183.52	2142.08	2146.23	-15.11	-0.70	1.92	1112618700	10684817400	
2001-07-17,二	2145.48	2146.03	2121.28	2140.98	-5.25	-0.24	1.15	922822700	8389687000	
2001-07-18,三	2142.01	2147.84	2137.41	2146.54	+5.56	0.26	0.487	520086800	5640054100	
2001-07-19,四	2146.51	2150.27	2135.23	2150.26	+3.72	0.17	0.701	854100300	6882558700	
2001-07-20,五	2153.23	2179.77	2153.14	2179.62	+29.36	1.37	1.24	1294959200	11548355200	
2001-07-23,一	2183.73	2185.86	2166.33	2169.01	-10.61	-0.49	0.896	973624200	10429149200	
2001-07-24,二	2162.75	2162.75	2129.17	2136.44	-32.57	-1.50	1.55	1110618400	10255277400	
2001-07-25,三	2130.44	2140.50	2108.76	2112.26	-24.18	-1.13	1.49	907581600	8441631700	
2001-07-26,四	2109.92	2116.56	2086.08	2094.01	-18.25	-0.86	1.44	915714800	7673060800	
2001-07-27,五	2093.87	2101.15	2063.89	2065.73	-28.28	-1.35	1.78	1054559800	7881566800	
2001-07-30,一	2056.76	2056.77	1955.97	1956.82	-108.91	-5.27	4.88	1231809400	9727669300	
2001-07-31,二	1939.26	1978.10	1909.30	1920.32	-36.50	-1.87	3.52	1177235000	8769210600	
2001-08-01,三	1925.24	1986.94	1925.24	1986.93	+66.61	3.47	3.21	1157092200	9035162900	
2001-08-02,四	1989.64	1990.70	1912.73	1957.02	-29.91	-1.51	3.92	1139446500	7882715900	
2001-08-03,五	1956.54	1965.32	1948.90	1958.69	+1.67	0.09	0.839	734847000	5392849800	
2001-08-06,一	1953.41	1953.45	1867.86	1882.13	-76.56	-3.91	4.37	1232931300	7951114100	
2001-08-07,二	1872.67	1911.21	1861.78	1903.93	+21.80	1.16	2.63	1186022700	8506005900	
2001-08-08,三	1902.87	1907.95	1885.42	1895.17	-8.76	-0.46	1.18	1312759100	8037427400	
2001-08-09,四	1894.69	1924.65	1894.05	1924.59	+29.42	1.55	1.61	1071693300	7777659700	
2001-08-10,五	1929.96	1956.40	1929.69	1955.04	+30.45	1.58	1.39	1470613300	10767091600	
2001-08-13,一	1956.93	1963.14	1942.07	1955.10	+0.06	0.00	1.08	995807300	7601669200	
2001-08-14,二	1955.51	1960.95	1924.27	1939.54	-15.56	-0.80	1.88	885130100	6818213100	
2001-08-15,三	1938.54	1949.16	1935.39	1947.36	+7.82	0.40	0.710	543434500	4984717000	
2001-08-16,四	1948.27	1950.46	1918.49	1919.65	-27.71	-1.42	1.64	658261600	5405537900	
2001-08-17,五	1916.84	1928.14	1909.67	1924.00	+4.35	0.23	0.962	710546300	4945063700	
2001-08-20,一	1923.10	1937.16	1917.10	1934.49	+10.49	0.55	1.04	806457900	6349408600	
2001-08-21,二	1936.06	1947.40	1935.77	1938.87	+4.38	0.23	0.601	840258200	5834753800	
2001-08-22,三	1935.54	1935.56	1891.35	1903.45	-35.42	-1.83	2.28	992278200	7531068000	
2001-08-23,四	1892.37	1903.47	1869.49	1902.99	-0.46	-0.02	1.79	777272600	7039790100	
2001-08-24,五	1903.39	1912.19	1883.23	1886.80	-16.19	-0.85	1.52	778366700	6626117100	
2001-08-27,一	1881.31	1881.31	1824.88	1827.25	-59.55	-3.16	2.99	976636000	8533415600	
2001-08-28,二	1816.66	1843.44	1795.57	1843.39	+16.14	0.88	2.62	917374000	7195598800	
2001-08-29,三	1846.82	1865.48	1837.94	1847.54	+4.15	0.23	1.49	849521700	6435768500	
2001-08-30,四	1846.19	1846.54	1831.02	1839.63	-7.91	-0.43	0.840	646377100	4167963500	
2001-08-31,五	1838.21	1846.94	1831.52	1834.14	-5.49	-0.30	0.838	806639900	3657216900	
2001-09-03,一	1831.70	1831.80	1813.37	1817.19	-16.95	-0.92	1.00	693169500	4566065300	
2001-09-04,二	1815.27	1862.40	1814.92	1862.36	+45.17	2.49	2.61	996430300	7228937200	
2001-09-05,三	1868.36	1888.90	1863.83	1868.27	+5.91	0.32	1.35	1061896500	7342648800	
2001-09-06,四	1867.63	1876.47	1853.29	1861.56	-6.71	-0.36	1.24	998353900	5237039300	
2001-09-07,五	1858.24	1858.24	1807.14	1808.84	-52.72	-2.83	2.75	1401328900	6510054100	
2001-09-10,一	1790.21	1858.20	1774.83	1856.53	+47.69	2.64	4.61	1172758700	7570420300	
2001-09-11,二	1859.97	1871.13	1849.61	1863.78	+7.25	0.39	1.16	1014317600	6564937500	
2001-09-12,三	1822.13	1858.69	1815.59	1852.60	-11.18	-0.60	2.31	1510983100	9852090600	
2001-09-13,四	1851.62	1857.86	1837.82	1839.91	-12.69	-0.68	1.08	765710500	4730889700	
2001-09-14,五	1838.67	1846.02	1814.74	1818.38	-21.53	-1.17	1.70	846518300	5505286600	
2001-09-17,一	1811.90	1816.26	1782.50	1784.61	-33.77	-1.86	1.86	826090300	5668955900	
2001-09-18,二	1784.59	1817.56	1780.05	1798.62	+14.01	0.79	2.10	617507100	4488183600	
2001-09-19,三	1800.24	1822.97	1784.91	1822.69	+24.07	1.34	2.12	729266600	4832961200	
2001-09-20,四	1826.42	1836.79	1814.46	1818.42	-4.27	-0.23	1.23	871520000	5820950800	
2001-09-21,五	1815.56	1821.34	1803.80	1807.02	-11.40	-0.63	0.965	1370738700	4024930900	
2001-09-24,一	1804.89	1808.70	1791.62	1794.96	-12.06	-0.67	0.945	779422800	3276990800	
2001-09-25,二	1799.98	1813.31	1788.40	1793.88	-1.08	-0.06	1.39	707422800	3395763400	
2001-09-26,三	1793.65	1793.67	1765.17	1767.81	-26.07	-1.45	1.59	676213300	3273619300	
2001-09-27,四	1765.62	1779.13	1750.76	1764.93	-2.88	-0.16	1.60	616796700	3770561900	
2001-09-28,五	1766.13	1774.30	1751.72	1764.87	-0.06	-0.00	1.28	586385000	4046742800	
2001-10-08,一	1766.13	1773.80	1723.04	1726.53	-38.34	-2.17	2.88	472097700	3081936900	
2001-10-09,二	1724.17	1751.07	1722.22	1744.64	+18.11	1.05	1.67	564003100	3151315900	
2001-10-10,三	1744.04	1744.64	1683.71	1686.61	-58.03	-3.33	3.49	685045000	4675751300	
2001-10-11,四	1682.32	1693.21	1634.21	1638.33	-48.28	-2.86	3.50	846216000	4937634500	
2001-10-12,五	1637.75	1700.71	1598.79	1691.33	+53.00	3.24	6.22	1287019200	8113369500	
2001-10-15,一	1692.17	1703.59	1670.27	1687.28	-4.05	-0.24	1.97	668965500	5149456400	
2001-10-16,二	1689.19	1691.65	1649.20	1655.90	-31.38	-1.86	2.52	566865000	3769386200	
2001-10-17,三	1654.93	1661.88	1635.92	1643.07	-12.83	-0.77	1.57	584835800	3081268100	
2001-10-18,四	1642.01	1651.11	1609.38	1615.58	-27.49	-1.67	2.54	647182900	3531477100	
2001-10-19,五	1610.44	1610.44	1550.91	1572.45	-43.13	-2.67	3.68	1137778000	6162060900	
2001-10-22,一	1558.47	1563.40	1514.86	1520.67	-51.78	-3.29	3.09	800859400	4282266800	
2001-10-23,二	1642.22	1670.74	1625.15	1670.56	+149.89	9.86	3.00	3754374800	15108635000	
2001-10-24,三	1733.64	1744.92	1685.72	1718.06	+47.50	2.84	3.54	3335498100	23413280000	
2001-10-25,四	1708.03	1708.03	1673.05	1676.50	-41.56	-2.42	2.04	1449436800	11938461100	
2001-10-26,五	1669.16	1681.90	1651.52	1677.88	+1.38	0.08	1.81	960152100	7450645200	
2001-10-29,一	1678.72	1701.12	1678.72	1700.48	+22.60	1.35	1.34	950910400	6326986200	
2001-10-30,二	1702.86	1704.48	1680.44	1682.77	-17.71	-1.04	1.41	1031085600	4570871600	
2001-10-31,三	1678.93	1689.17	1655.89	1689.17	+6.40	0.38	1.98	773164100	4521886900	
2001-11-01,四	1692.35	1717.74	1688.10	1707.75	+18.58	1.10	1.75	954799300	6950324200	
2001-11-02,五	1703.92	1711.74	1688.57	1691.35	-16.40	-0.96	1.36	962506600	4625092200	
2001-11-05,一	1687.84	1688.31	1671.23	1679.57	-11.78	-0.70	1.01	874955900	3750232100	
2001-11-06,二	1678.17	1685.52	1668.66	1671.28	-8.29	-0.49	1.00	673599700	3871546100	
2001-11-07,三	1669.43	1669.46	1591.77	1594.05	-77.23	-4.62	4.65	1191408800	6247016800	
2001-11-08,四	1566.52	1605.90	1550.46	1605.87	+11.82	0.74	3.48	915718600	5184760000	
2001-11-09,五	1605.08	1637.90	1582.85	1630.36	+24.49	1.53	3.43	965703200	6023150500	
2001-11-12,一	1631.80	1637.33	1619.11	1621.19	-9.17	-0.56	1.12	600590000	4265992400	
2001-11-13,二	1609.95	1623.45	1598.11	1615.93	-5.26	-0.32	1.56	557351500	3507876700	
2001-11-14,三	1615.75	1627.97	1614.59	1617.10	+1.17	0.07	0.828	480181400	2949790800	
2001-11-15,四	1619.26	1624.81	1612.91	1621.34	+4.24	0.26	0.736	444767600	2726782900	
2001-11-16,五	1725.45	1734.67	1644.61	1646.76	+25.42	1.57	5.55	1769965900	12728561500	
2001-11-19,一	1645.09	1669.99	1644.82	1669.89	+23.13	1.40	1.53	685331800	5061767100	
2001-11-20,二	1672.21	1703.74	1670.80	1699.73	+29.84	1.79	1.97	1435666500	10016462900	
2001-11-21,三	1700.66	1707.93	1690.23	1705.66	+5.93	0.35	1.04	1072897000	7499879400	
2001-11-22,四	1705.92	1715.93	1700.51	1715.81	+10.15	0.60	0.904	954120400	7609640200	
2001-11-23,五	1715.65	1721.97	1704.14	1712.56	-3.25	-0.19	1.04	1025495600	6833086800	
2001-11-26,一	1710.13	1710.13	1696.00	1705.89	-6.67	-0.39	0.825	789336600	5098974800	
2001-11-27,二	1705.51	1722.62	1704.85	1722.59	+16.70	0.98	1.04	783994600	5509311500	
2001-11-28,三	1725.54	1741.67	1725.16	1735.00	+12.41	0.72	0.958	1333171900	8474959700	
2001-11-29,四	1735.38	1741.74	1728.89	1732.30	-2.70	-0.16	0.741	1053772600	7714605800	
2001-11-30,五	1732.13	1748.00	1731.96	1747.99	+15.69	0.91	0.926	1214879600	7841977600	
2001-12-03,一	1751.05	1767.44	1750.92	1762.56	+14.57	0.83	0.945	1230901800	9575218900	
2001-12-04,二	1763.79	1770.36	1754.87	1769.68	+7.12	0.40	0.879	1021100000	8118587700	
2001-12-05,三	1765.56	1776.02	1745.11	1745.23	-24.45	-1.38	1.75	1362281700	10564741700	
2001-12-06,四	1740.08	1754.77	1737.06	1751.18	+5.95	0.34	1.01	969444200	8838671000	
2001-12-07,五	1752.02	1756.47	1743.33	1745.41	-5.77	-0.33	0.750	824524800	6793402500	
2001-12-10,一	1743.63	1748.97	1730.81	1748.68	+3.27	0.19	1.04	738702200	5843792200	
2001-12-11,二	1748.02	1748.97	1726.69	1728.88	-19.80	-1.13	1.27	912793100	5955297200	
2001-12-12,三	1724.88	1728.83	1714.18	1715.17	-13.71	-0.79	0.847	871975200	6305420500	
2001-12-13,四	1713.78	1720.55	1687.09	1688.01	-27.16	-1.58	1.95	859536300	6199525500	
2001-12-14,五	1683.73	1692.91	1673.32	1675.51	-12.50	-0.74	1.16	684066800	4867165600	
2001-12-17,一	1673.24	1680.84	1662.68	1665.94	-9.57	-0.57	1.08	515208200	3949567300	
2001-12-18,二	1666.51	1687.77	1660.50	1687.29	+21.35	1.28	1.64	682029600	5427693600	
2001-12-19,三	1688.92	1693.18	1671.94	1672.70	-14.59	-0.86	1.26	589989100	5077227200	
2001-12-20,四	1669.47	1669.48	1628.47	1631.54	-41.16	-2.46	2.45	832103100	6230013100	
2001-12-21,五	1627.44	1640.79	1624.50	1640.14	+8.60	0.53	0.998	590257300	4056996100	
2001-12-24,一	1639.52	1640.14	1601.24	1606.10	-34.04	-2.08	2.37	663582800	4674129300	
2001-12-25,二	1604.67	1613.60	1593.03	1611.17	+5.07	0.32	1.28	626401600	4490369100	
2001-12-26,三	1610.65	1634.33	1605.15	1633.64	+22.47	1.39	1.81	722913300	5077112200	
2001-12-27,四	1635.46	1644.41	1625.45	1627.92	-5.72	-0.35	1.16	736081200	5946204800	
2001-12-28,五	1626.95	1639.85	1619.53	1639.48	+11.56	0.71	1.25	706065100	5508550100	
2001-12-31,一	1641.43	1649.80	1638.32	1645.97	+6.49	0.40	0.700	1063237500	5791001300	
2002-01-04,五	1643.48	1643.50	1608.83	1611.39	-34.58	-2.10	2.11	302847400	3211052800	
2002-01-07,一	1605.74	1605.74	1584.66	1596.76	-14.63	-0.91	1.31	299696400	3033084100	
2002-01-08,二	1594.87	1607.72	1582.45	1583.46	-13.30	-0.83	1.58	348253400	3752639800	
2002-01-09,三	1580.71	1580.72	1552.56	1561.35	-22.11	-1.40	1.78	447451720	4243771400	
2002-01-10,四	1556.74	1580.00	1523.66	1576.44	+15.09	0.97	3.61	558603500	5529774800	
2002-01-11,五	1574.26	1574.27	1535.28	1535.59	-40.85	-2.59	2.47	548349500	4516165800	
2002-01-14,一	1519.93	1519.93	1484.46	1485.11	-50.48	-3.29	2.31	592997500	5421762900	
2002-01-15,二	1475.34	1491.70	1458.02	1459.65	-25.46	-1.71	2.27	559817500	5112330700	
2002-01-16,三	1458.84	1482.18	1439.40	1479.62	+19.97	1.37	2.93	637989400	5789750500	
2002-01-17,四	1476.36	1476.38	1416.30	1419.52	-60.10	-4.06	4.06	568212400	4993908400	
2002-01-18,五	1405.55	1434.97	1376.89	1415.44	-4.08	-0.29	4.09	780598700	6855958100	
2002-01-21,一	1406.99	1412.21	1362.62	1366.97	-48.47	-3.42	3.50	567696700	4781876600	
2002-01-22,二	1360.29	1400.76	1348.79	1358.69	-8.28	-0.61	3.80	705218600	5872238700	
2002-01-23,三	1355.86	1445.70	1346.17	1444.96	+86.27	6.35	7.33	1051412700	8503139700	
2002-01-24,四	1435.32	1478.54	1400.35	1456.40	+11.44	0.79	5.41	1367009800	11731684900	
2002-01-25,五	1449.88	1464.90	1442.94	1451.48	-4.92	-0.34	1.51	814877700	6884379800	
2002-01-28,一	1444.50	1448.60	1357.55	1359.55	-91.93	-6.33	6.27	1056280400	8673309200	
2002-01-29,二	1343.36	1396.11	1339.20	1392.78	+33.23	2.44	4.19	730314000	5878101100	
2002-01-30,三	1392.95	1408.05	1381.01	1396.61	+3.83	0.27	1.94	599350100	4721291100	
2002-01-31,四	1413.22	1501.33	1413.22	1491.67	+95.06	6.81	6.31	1880069800	17119339000	
2002-02-01,五	1494.58	1507.64	1480.77	1485.77	-5.90	-0.40	1.80	1340407500	12498441200	
2002-02-04,一	1485.68	1513.67	1476.13	1511.33	+25.56	1.72	2.53	842464300	7797091300	
2002-02-05,二	1510.57	1522.32	1502.09	1518.28	+6.95	0.46	1.34	961652600	8941866500	
2002-02-06,三	1517.81	1521.55	1484.25	1485.80	-32.48	-2.14	2.46	832073400	7682563900	
2002-02-07,四	1482.36	1521.02	1481.07	1515.39	+29.59	1.99	2.69	961296400	8516296400	
2002-02-08,五	1520.72	1530.13	1506.07	1506.62	-8.77	-0.58	1.59	710815200	6585952400	
2002-02-25,一	1540.49	1544.57	1521.66	1530.28	+23.66	1.57	1.52	807031800	7934071700	
2002-02-26,二	1529.38	1531.72	1507.58	1531.43	+1.15	0.08	1.58	663470800	6361964100	
2002-02-27,三	1531.32	1544.92	1524.68	1538.32	+6.89	0.45	1.32	711387800	6571922000	
2002-02-28,四	1537.92	1544.39	1521.08	1524.70	-13.62	-0.89	1.52	647798900	6240794900	
2002-03-01,五	1521.53	1521.57	1501.56	1502.54	-22.16	-1.45	1.31	571163400	5351310000	
2002-03-04,一	1497.83	1527.40	1494.83	1526.80	+24.26	1.61	2.17	552069400	5370162200	
2002-03-05,二	1529.30	1566.07	1529.30	1560.08	+33.28	2.18	2.41	1174763900	11735387600	
2002-03-06,三	1564.69	1594.67	1563.92	1569.21	+9.13	0.59	1.97	1609154400	15713024000	
2002-03-07,四	1569.17	1613.26	1569.07	1613.00	+43.79	2.79	2.82	1633819400	16103668000	
2002-03-08,五	1622.87	1645.29	1611.23	1640.26	+27.26	1.69	2.11	2317041400	22806740000	
2002-03-11,一	1643.59	1664.52	1632.62	1664.09	+23.83	1.45	1.94	1947651000	19530693000	
2002-03-12,二	1665.24	1672.04	1641.58	1643.69	-20.40	-1.23	1.83	2101132000	21263796000	
2002-03-13,三	1636.94	1655.63	1621.80	1623.43	-20.26	-1.23	2.06	1500230400	15291987000	
2002-03-14,四	1621.08	1665.79	1621.08	1665.15	+41.72	2.57	2.75	1195076600	12391854500	
2002-03-15,五	1671.83	1676.51	1620.56	1620.98	-44.17	-2.65	3.36	1402599300	14915337000	
2002-03-18,一	1641.43	1657.68	1610.99	1623.88	+2.90	0.18	2.88	1288339400	11327788500	
2002-03-19,二	1624.32	1665.62	1624.29	1665.36	+41.48	2.55	2.55	1331462200	14084853000	
2002-03-20,三	1673.27	1686.11	1664.37	1682.51	+17.15	1.03	1.31	1801879800	19462924000	
2002-03-21,四	1686.95	1693.87	1675.24	1685.01	+2.50	0.15	1.11	1343828000	14229515000	
2002-03-22,五	1684.07	1684.46	1659.52	1669.69	-15.32	-0.91	1.48	1025452800	10774055400	
2002-03-25,一	1667.85	1677.05	1663.40	1675.29	+5.60	0.34	0.818	879263700	9426936000	
2002-03-26,二	1674.70	1675.21	1641.91	1649.48	-25.81	-1.54	1.99	925375700	9815939200	
2002-03-27,三	1646.68	1655.18	1635.82	1654.23	+4.75	0.29	1.17	717040900	7603145800	
2002-03-28,四	1653.98	1666.52	1645.34	1650.67	-3.56	-0.22	1.28	793434900	8865473600	
2002-03-29,五	1648.09	1648.09	1596.25	1603.91	-46.76	-2.83	3.14	1200856000	11772498000	
2002-04-01,一	1598.03	1609.92	1589.41	1608.51	+4.60	0.29	1.28	667968700	6838938100	
2002-04-02,二	1608.52	1610.73	1575.97	1582.88	-25.63	-1.59	2.16	771819800	7592751300	
2002-04-03,三	1582.74	1603.80	1582.67	1594.51	+11.63	0.73	1.33	639964200	6421700200	
2002-04-04,四	1595.02	1643.54	1583.63	1641.70	+47.19	2.96	3.76	910305800	9108101600	
2002-04-05,五	1650.50	1657.09	1628.55	1634.64	-7.06	-0.43	1.74	1015357800	9848770300	
2002-04-08,一	1633.83	1643.68	1631.07	1640.65	+6.01	0.37	0.771	667484000	6581735000	
2002-04-09,二	1641.85	1671.86	1640.69	1667.52	+26.87	1.64	1.90	1601633900	16660422000	
2002-04-10,三	1670.80	1677.94	1663.47	1677.66	+10.14	0.61	0.868	1202041200	12565168300	
2002-04-11,四	1679.34	1680.30	1649.27	1649.53	-28.13	-1.68	1.85	944878000	9759858900	
2002-04-12,五	1648.45	1664.42	1648.45	1658.98	+9.45	0.57	0.968	815680000	8563896000	
2002-04-15,一	1660.57	1664.52	1638.64	1649.50	-9.48	-0.57	1.56	726755500	7205438500	
2002-04-16,二	1647.51	1654.74	1635.75	1640.29	-9.21	-0.56	1.15	617537400	6371564600	
2002-04-17,三	1641.72	1649.43	1630.23	1644.40	+4.11	0.25	1.17	584094600	5979326900	
2002-04-18,四	1644.14	1646.25	1626.03	1628.14	-16.26	-0.99	1.23	730470000	7467267200	
2002-04-19,五	1625.25	1635.53	1603.96	1635.17	+7.03	0.43	1.94	865113500	8358400600	
2002-04-22,一	1633.64	1637.19	1619.16	1627.48	-7.69	-0.47	1.10	550122900	5534005600	
2002-04-23,二	1626.63	1634.87	1621.87	1624.55	-2.93	-0.18	0.799	499908900	5134076100	
2002-04-24,三	1623.47	1626.39	1609.20	1611.05	-13.50	-0.83	1.06	503064900	5084855100	
2002-04-25,四	1609.94	1616.76	1603.64	1615.92	+4.87	0.30	0.814	468889900	4951057300	
2002-04-26,五	1615.52	1643.15	1615.52	1640.59	+24.67	1.53	1.71	707019500	7282960000	
2002-04-29,一	1643.55	1667.16	1640.56	1665.81	+25.22	1.54	1.62	1046037800	10874351500	
2002-04-30,二	1668.31	1673.75	1657.82	1667.74	+1.93	0.12	0.956	970234800	10682627500	
2002-05-08,三	1669.87	1670.92	1651.69	1652.37	-15.37	-0.92	1.15	475011300	5179315400	
2002-05-09,四	1648.46	1659.25	1646.82	1650.58	-1.79	-0.11	0.752	557309200	5959699700	
2002-05-10,五	1650.91	1652.29	1636.86	1638.20	-12.38	-0.75	0.935	601488100	6406784900	
2002-05-13,一	1634.90	1634.92	1618.46	1623.94	-14.26	-0.87	1.00	567219300	6156730000	
2002-05-14,二	1622.33	1629.88	1613.55	1616.23	-7.71	-0.47	1.01	533427500	6108710600	
2002-05-15,三	1614.90	1618.14	1597.92	1598.35	-17.88	-1.11	1.25	603463200	6680824900	
2002-05-16,四	1592.24	1592.24	1546.94	1549.50	-48.85	-3.06	2.83	807654100	8213587300	
2002-05-17,五	1549.08	1570.15	1540.58	1567.50	+18.00	1.16	1.91	716277400	7754365900	
2002-05-20,一	1564.97	1564.98	1529.35	1541.53	-25.97	-1.66	2.27	478269500	4957018500	
2002-05-21,二	1575.02	1599.11	1564.55	1588.11	+46.58	3.02	2.24	971070600	10168233600	
2002-05-22,三	1590.79	1591.03	1563.17	1564.49	-23.62	-1.49	1.75	572942400	5936598800	
2002-05-23,四	1571.08	1585.74	1568.10	1571.61	+7.12	0.46	1.13	819135300	6843172700	
2002-05-24,五	1572.93	1574.13	1544.42	1549.47	-22.14	-1.41	1.89	564799400	5157363700	
2002-05-27,一	1555.04	1562.63	1545.62	1555.05	+5.58	0.36	1.10	382215400	3708574800	
2002-05-28,二	1557.62	1569.41	1557.23	1558.52	+3.47	0.22	0.783	378071400	4005084900	
2002-05-29,三	1558.13	1558.15	1520.13	1524.81	-33.71	-2.16	2.44	516996300	4943648800	
2002-05-30,四	1524.22	1530.77	1506.54	1523.53	-1.28	-0.08	1.59	552689300	5289912700	
2002-05-31,五	1523.01	1532.03	1513.26	1515.73	-7.80	-0.51	1.23	421431700	4065236800	
2002-06-03,一	1510.25	1510.26	1480.09	1483.35	-32.38	-2.14	1.99	517919500	5062896200	
2002-06-04,二	1484.01	1498.05	1474.36	1490.51	+7.16	0.48	1.60	457838600	4302623700	
2002-06-05,三	1491.07	1491.07	1460.48	1462.00	-28.51	-1.91	2.05	440838300	4114143500	
2002-06-06,四	1458.61	1532.73	1455.31	1521.26	+59.26	4.05	5.30	877562800	8454171900	
2002-06-07,五	1522.88	1540.83	1508.43	1529.51	+8.25	0.54	2.13	985852900	9191488700	
2002-06-10,一	1529.34	1529.38	1511.26	1517.23	-12.28	-0.80	1.18	448486400	4269575500	
2002-06-11,二	1515.99	1534.38	1515.75	1530.96	+13.73	0.90	1.23	500335700	4708529300	
2002-06-12,三	1531.75	1531.75	1513.92	1524.84	-6.12	-0.40	1.16	381855720	3736411100	
2002-06-13,四	1524.77	1529.44	1511.22	1511.71	-13.13	-0.86	1.19	356451500	3701850400	
2002-06-14,五	1508.64	1508.65	1493.24	1494.25	-17.46	-1.15	1.02	391994220	3628483500	
2002-06-17,一	1489.14	1496.84	1481.25	1496.24	+1.99	0.13	1.04	293315500	2774209800	
2002-06-18,二	1496.83	1527.77	1496.81	1524.07	+27.83	1.86	2.07	536515400	5209067800	
2002-06-19,三	1523.95	1524.01	1506.43	1507.67	-16.40	-1.08	1.15	305286720	2903867100	
2002-06-20,四	1511.12	1528.36	1510.53	1516.15	+8.48	0.56	1.18	397505600	3720233400	
2002-06-21,五	1517.28	1564.92	1517.26	1562.72	+46.57	3.07	3.14	1254213800	11847838600	
2002-06-24,一	1704.70	1709.07	1647.50	1707.31	+144.59	9.25	3.94	4851805600	49479880000	
2002-06-25,二	1718.23	1748.89	1690.61	1706.59	-0.72	-0.04	3.41	4223811200	39276720000	
2002-06-26,三	1698.11	1719.08	1684.91	1712.91	+6.32	0.37	2.00	2430587500	22850335000	
2002-06-27,四	1714.74	1730.67	1706.14	1723.55	+10.64	0.62	1.43	2199695100	19527987000	
2002-06-28,五	1724.72	1747.22	1711.01	1732.76	+9.21	0.53	2.10	2973539000	27319475000	
2002-07-01,一	1736.29	1740.38	1712.78	1713.70	-19.06	-1.10	1.59	1551928500	14410127000	
2002-07-02,二	1707.45	1725.89	1698.83	1724.95	+11.25	0.66	1.58	1337813900	12692810700	
2002-07-03,三	1727.09	1736.08	1719.62	1730.92	+5.97	0.35	0.954	1394986900	13262936500	
2002-07-04,四	1731.90	1735.83	1710.29	1713.14	-17.78	-1.03	1.48	1389830900	12856610500	
2002-07-05,五	1709.84	1722.48	1704.19	1722.19	+9.05	0.53	1.07	1140135800	10822714500	
2002-07-08,一	1723.58	1737.86	1721.12	1732.93	+10.74	0.62	0.972	1085101800	11098899300	
2002-07-09,二	1733.83	1741.92	1724.39	1729.99	-2.94	-0.17	1.01	1053602800	10444746200	
2002-07-10,三	1728.52	1729.73	1698.83	1701.82	-28.17	-1.63	1.79	1223320500	11949595800	
2002-07-11,四	1698.21	1712.20	1689.22	1696.94	-4.88	-0.29	1.35	918741400	9282337000	
2002-07-12,五	1696.64	1706.44	1693.21	1698.29	+1.35	0.08	0.780	808398700	8390500300	
2002-07-15,一	1696.80	1697.38	1685.54	1687.94	-10.35	-0.61	0.697	799983700	8025674100	
2002-07-16,二	1687.67	1704.77	1686.82	1691.62	+3.68	0.22	1.06	705637800	6945805600	
2002-07-17,三	1692.45	1702.24	1680.20	1701.72	+10.10	0.60	1.30	630034800	6253292700	
2002-07-18,四	1703.81	1711.69	1695.40	1704.91	+3.19	0.19	0.957	816778900	8109548600	
