时间	开盘	最高	最低	收盘	涨跌	涨幅%	振幅%	总手(万)	金额(亿)	
2020-11-18,三	3337.33	3358.89	3333.99	3347.30	+7.40	0.22	0.746	28753126000	358745370000	
2020-11-19,四	3339.09	3367.33	3330.45	3363.09	+15.79	0.47	1.10	25326299000	319520190000	
2020-11-20,五	3359.60	3380.15	3356.31	3377.73	+14.64	0.44	0.709	26127122000	312659790000	
2020-11-23,一	3384.10	3431.65	3377.99	3414.49	+36.76	1.09	1.59	37387205000	431504380000	
2020-11-24,二	3407.41	3413.93	3396.24	3402.82	-11.67	-0.34	0.518	30099414000	359505800000	
2020-11-25,三	3417.52	3423.49	3362.33	3362.33	-40.49	-1.19	1.80	32211021000	383477790000	
2020-11-26,四	3360.06	3371.45	3344.28	3369.73	+7.40	0.22	0.808	25588682000	317308630000	
2020-11-27,五	3373.84	3408.31	3364.49	3408.31	+38.58	1.14	1.30	28064989000	326069550000	
2020-11-30,一	3418.16	3456.74	3391.76	3391.76	-16.55	-0.49	1.91	38498997000	454500570000	
2020-12-01,二	3388.99	3457.64	3386.91	3451.94	+60.18	1.77	2.09	31618898000	385250750000	
2020-12-02,三	3453.52	3465.73	3435.87	3449.38	-2.56	-0.07	0.865	31281111000	383340850000	
2020-12-03,四	3448.54	3452.16	3428.80	3442.14	-7.24	-0.21	0.677	29845993000	352422290000	
2020-12-04,五	3436.73	3448.40	3417.05	3444.58	+2.44	0.07	0.911	25627671000	329393210000	
2020-12-07,一	3446.65	3449.58	3414.31	3416.60	-27.98	-0.81	1.02	25452251000	336836800000	
2020-12-08,二	3417.69	3428.66	3403.03	3410.18	-6.42	-0.19	0.750	22690733000	304635030000	
2020-12-09,三	3416.08	3422.54	3371.92	3371.96	-38.22	-1.12	1.48	26074742000	339317810000	
2020-12-10,四	3365.73	3384.89	3357.75	3373.28	+1.32	0.04	0.805	24730830000	321616360000	
2020-12-11,五	3381.01	3383.18	3325.17	3347.19	-26.09	-0.77	1.72	29861716000	379848800000	
2020-12-14,一	3349.53	3371.13	3338.63	3369.12	+21.93	0.66	0.971	23980793000	316229130000	
2020-12-15,二	3366.58	3373.56	3348.42	3367.23	-1.89	-0.06	0.746	22566740000	315289740000	
2020-12-16,三	3371.26	3378.66	3359.17	3366.98	-0.25	-0.01	0.579	22081398000	308823390000	
2020-12-17,四	3367.28	3406.15	3354.01	3404.87	+37.89	1.13	1.55	27546363000	364740480000	
2020-12-18,五	3400.49	3413.81	3382.75	3394.90	-9.97	-0.29	0.912	28099264000	354027380000	
2020-12-21,一	3394.39	3423.61	3381.12	3420.57	+25.67	0.76	1.25	28375979000	383898950000	
2020-12-22,二	3410.97	3415.75	3353.86	3356.78	-63.79	-1.86	1.81	32303765000	432199560000	
2020-12-23,三	3362.47	3394.21	3360.20	3382.32	+25.54	0.76	1.01	29952353000	413254780000	
2020-12-24,四	3382.19	3394.07	3354.02	3363.11	-19.21	-0.57	1.18	27504445000	363321140000	
2020-12-25,五	3351.79	3397.01	3348.35	3396.56	+33.45	0.99	1.45	29454690000	359094440000	
2020-12-28,一	3396.36	3412.52	3383.65	3397.29	+0.73	0.02	0.850	31618154000	398159970000	
2020-12-29,二	3399.29	3407.09	3376.09	3379.04	-18.25	-0.54	0.912	31176919000	382102560000	
2020-12-30,三	3375.01	3414.45	3374.42	3414.45	+35.41	1.05	1.18	29102354000	377542350000	
2020-12-31,四	3419.73	3474.92	3419.73	3473.07	+58.62	1.72	1.62	33567393000	450482320000	
2021-01-04,一	3474.68	3511.66	3457.21	3502.96	+29.89	0.86	1.57	38079080000	523367700000	
2021-01-05,二	3492.19	3528.68	3484.72	3528.68	+25.72	0.73	1.25	40799593000	568019460000	
2021-01-06,三	3530.91	3556.80	3513.13	3550.88	+22.20	0.63	1.24	37023093000	521799530000	
2021-01-07,四	3552.91	3576.20	3526.62	3576.20	+25.32	0.71	1.40	40534823000	545709630000	
2021-01-08,五	3577.69	3588.06	3544.89	3570.11	-6.09	-0.17	1.21	34555790000	502170820000	
2021-01-11,一	3571.32	3597.70	3516.99	3531.50	-38.61	-1.08	2.26	36247915000	526895930000	
2021-01-12,二	3518.01	3608.34	3517.47	3608.34	+76.84	2.18	2.57	32340615000	485771190000	
2021-01-13,三	3613.28	3622.35	3575.59	3598.65	-9.69	-0.27	1.30	38812779000	554853440000	
2021-01-14,四	3584.93	3599.06	3559.60	3565.90	-32.75	-0.91	1.10	34766682000	511325100000	
2021-01-15,五	3566.28	3589.27	3533.79	3566.38	+0.48	0.01	1.56	32461274000	480343780000	
2021-01-18,一	3554.80	3608.77	3544.26	3596.22	+29.84	0.84	1.81	30165257000	451740700000	
2021-01-19,二	3596.36	3603.15	3553.02	3566.38	-29.84	-0.83	1.39	32343954000	467402580000	
2021-01-20,三	3564.12	3589.96	3556.44	3583.09	+16.71	0.47	0.940	27227166000	397144770000	
2021-01-21,四	3590.92	3636.24	3585.80	3621.26	+38.17	1.07	1.41	32746700000	469855230000	
2021-01-22,五	3616.54	3616.54	3585.03	3606.75	-14.51	-0.40	0.870	32446308000	485452190000	
2021-01-25,一	3605.36	3637.10	3591.02	3624.24	+17.49	0.48	1.28	32734107000	527257350000	
2021-01-26,二	3610.97	3610.97	3564.74	3569.43	-54.81	-1.51	1.28	27813988000	436326660000	
2021-01-27,三	3567.55	3578.80	3546.49	3573.34	+3.91	0.11	0.905	26410716000	396270390000	
2021-01-28,四	3534.67	3549.54	3496.88	3505.18	-68.16	-1.91	1.47	27086246000	391574390000	
2021-01-29,五	3521.72	3531.60	3446.55	3483.07	-22.11	-0.63	2.43	29366266000	416528620000	
2021-02-01,一	3477.17	3506.39	3469.88	3505.28	+22.21	0.64	1.05	27756790000	371473070000	
2021-02-02,二	3510.81	3535.50	3495.57	3533.68	+28.40	0.81	1.14	26454063000	384127850000	
2021-02-03,三	3531.15	3544.01	3508.51	3517.31	-16.37	-0.46	1.00	29735172000	413731470000	
2021-02-04,四	3503.78	3524.72	3465.77	3501.86	-15.45	-0.44	1.68	29883485000	418742550000	
2021-02-05,五	3509.49	3536.54	3492.96	3496.33	-5.53	-0.16	1.24	29014617000	397391920000	
2021-02-08,一	3504.56	3542.21	3492.13	3532.45	+36.12	1.03	1.43	24979962000	359187320000	
2021-02-09,二	3539.77	3604.01	3528.68	3603.49	+71.04	2.01	2.13	25382176000	371567970000	
2021-02-10,三	3612.61	3662.77	3612.50	3655.09	+51.60	1.43	1.40	25794082000	392643390000	
2021-02-18,四	3721.09	3731.69	3663.66	3675.36	+20.27	0.55	1.86	34030907000	483546560000	
2021-02-19,五	3661.78	3699.65	3634.01	3696.17	+20.81	0.57	1.79	36105980000	484990210000	
2021-02-22,一	3707.19	3717.27	3642.44	3642.44	-53.73	-1.45	2.02	48882148000	599323100000	
2021-02-23,二	3617.70	3672.15	3617.70	3636.36	-6.08	-0.17	1.49	39887317000	479631810000	
2021-02-24,三	3638.94	3645.65	3531.59	3564.08	-72.28	-1.99	3.14	36215895000	484430410000	
2021-02-25,四	3595.54	3608.56	3568.47	3585.05	+20.97	0.59	1.12	36623230000	444735020000	
2021-02-26,五	3514.56	3550.41	3500.70	3509.08	-75.97	-2.12	1.39	33328007000	424485910000	
2021-03-01,一	3531.48	3552.57	3511.99	3551.40	+42.32	1.21	1.16	31548753000	402477040000	
2021-03-02,二	3566.85	3566.85	3485.36	3508.59	-42.81	-1.21	2.29	33983049000	427680450000	
2021-03-03,三	3500.16	3577.62	3498.72	3576.90	+68.31	1.95	2.25	34765685000	415490350000	
2021-03-04,四	3546.64	3552.20	3487.38	3503.49	-73.41	-2.05	1.81	39361612000	462233730000	
2021-03-05,五	3463.31	3523.57	3456.67	3501.99	-1.50	-0.04	1.91	35640922000	408849900000	
2021-03-08,一	3524.98	3542.30	3421.22	3421.41	-80.58	-2.30	3.46	38704795000	453859200000	
2021-03-09,二	3415.34	3429.15	3328.31	3359.29	-62.12	-1.82	2.95	40765254000	456196190000	
2021-03-10,三	3389.84	3397.03	3354.82	3357.74	-1.55	-0.05	1.26	29974917000	339571690000	
2021-03-11,四	3369.90	3436.83	3369.90	3436.83	+79.09	2.36	1.99	32211204000	369805370000	
2021-03-12,五	3447.20	3454.51	3417.24	3453.08	+16.25	0.47	1.08	35802704000	381964280000	
2021-03-15,一	3441.88	3457.49	3392.51	3419.95	-33.13	-0.96	1.88	36781329000	381646490000	
2021-03-16,二	3424.65	3448.88	3406.17	3446.73	+26.78	0.78	1.25	31666875000	332388480000	
2021-03-17,三	3435.73	3454.06	3410.28	3445.55	-1.18	-0.03	1.27	28005982000	306630470000	
2021-03-18,四	3449.64	3478.14	3449.38	3463.07	+17.52	0.51	0.835	28440389000	316529170000	
2021-03-19,五	3423.87	3439.52	3389.29	3404.66	-58.41	-1.69	1.45	30916172000	339992290000	
2021-03-22,一	3406.12	3443.66	3404.23	3443.44	+38.78	1.14	1.16	31255908000	332535040000	
2021-03-23,二	3445.34	3445.42	3390.05	3411.51	-31.93	-0.93	1.61	32638941000	343477170000	
2021-03-24,三	3394.13	3415.29	3362.18	3367.06	-44.45	-1.30	1.56	31739870000	344800040000	
2021-03-25,四	3355.07	3382.23	3344.97	3363.59	-3.47	-0.10	1.11	27067610000	290223440000	
2021-03-26,五	3373.32	3423.22	3373.32	3418.33	+54.74	1.63	1.48	27461499000	322408620000	
2021-03-29,一	3429.63	3449.83	3409.89	3435.30	+16.97	0.50	1.17	28482424000	327944120000	
2021-03-30,二	3432.53	3457.63	3423.32	3456.68	+21.38	0.62	0.999	28542308000	331625650000	
2021-03-31,三	3452.21	3452.21	3420.83	3441.91	-14.77	-0.43	0.908	28304926000	314174120000	
2021-04-01,四	3444.81	3470.03	3438.83	3466.33	+24.42	0.71	0.906	27524430000	292651910000	
2021-04-02,五	3472.63	3487.59	3462.83	3484.39	+18.06	0.52	0.714	26265487000	317953200000	
2021-04-06,二	3491.63	3493.28	3471.76	3482.97	-1.42	-0.04	0.618	23474667000	286329670000	
2021-04-07,三	3483.42	3483.42	3453.19	3479.63	-3.34	-0.10	0.868	29578698000	323650990000	
2021-04-08,四	3467.49	3495.91	3459.32	3482.55	+2.92	0.08	1.05	33175533000	348011330000	
2021-04-09,五	3475.44	3475.45	3442.14	3450.68	-31.87	-0.92	0.956	28008520000	306422230000	
2021-04-12,一	3445.97	3456.16	3403.90	3412.95	-37.73	-1.09	1.51	30957724000	338890340000	
2021-04-13,二	3411.29	3425.39	3387.90	3396.47	-16.48	-0.48	1.10	27062605000	290539880000	
2021-04-14,三	3397.02	3420.03	3392.98	3416.72	+20.25	0.60	0.796	23324233000	269010070000	
2021-04-15,四	3409.61	3409.61	3373.09	3398.99	-17.73	-0.52	1.07	23400505000	272569200000	
2021-04-16,五	3407.19	3432.63	3394.13	3426.62	+27.63	0.81	1.13	25857967000	295951090000	
2021-04-19,一	3427.55	3479.01	3414.36	3477.55	+50.93	1.49	1.89	30273582000	368472470000	
2021-04-20,二	3467.15	3494.30	3463.46	3472.94	-4.61	-0.13	0.887	28530008000	358982770000	
2021-04-21,三	3456.30	3481.25	3450.11	3472.93	-0.01	-0.00	0.897	25377786000	323914150000	
2021-04-22,四	3482.83	3485.36	3456.32	3465.11	-7.82	-0.23	0.836	25111451000	317081030000	
2021-04-23,五	3462.09	3482.36	3456.33	3474.17	+9.06	0.26	0.751	24936043000	323015940000	
2021-04-26,一	3484.11	3497.12	3438.57	3441.17	-33.00	-0.95	1.69	27697077000	388161680000	
2021-04-27,二	3440.09	3443.85	3417.26	3442.61	+1.44	0.04	0.773	25303239000	327046020000	
2021-04-28,三	3432.16	3457.07	3423.33	3457.07	+14.46	0.42	0.980	24738112000	349669210000	
2021-04-29,四	3458.08	3478.23	3447.59	3474.90	+17.83	0.52	0.886	27663139000	371611590000	
2021-04-30,五	3468.30	3469.09	3426.90	3446.86	-28.04	-0.81	1.21	31266035000	401442330000	
2021-05-06,四	3446.07	3471.24	3426.85	3441.28	-5.58	-0.16	1.29	31042419000	400525170000	
2021-05-07,五	3446.41	3457.89	3416.78	3418.87	-22.41	-0.65	1.19	35378539000	411078840000	
2021-05-10,一	3423.59	3429.74	3401.93	3427.99	+9.12	0.27	0.813	37417088000	399717550000	
2021-05-11,二	3406.60	3448.10	3384.70	3441.85	+13.86	0.40	1.85	35093411000	390326270000	
2021-05-12,三	3429.75	3466.37	3428.39	3462.75	+20.90	0.61	1.10	31144455000	343860410000	
2021-05-13,四	3432.14	3448.02	3418.38	3429.54	-33.21	-0.96	0.856	31932533000	356376920000	
2021-05-14,五	3436.09	3490.64	3422.56	3490.38	+60.84	1.77	1.99	33698231000	411116940000	
2021-05-17,一	3490.41	3530.51	3490.14	3517.62	+27.24	0.78	1.16	32213597000	424476780000	
2021-05-18,二	3520.65	3529.01	3510.86	3529.01	+11.39	0.32	0.516	27130856000	336028770000	
2021-05-19,三	3521.11	3521.11	3503.82	3510.96	-18.05	-0.51	0.490	27832112000	349973150000	
2021-05-20,四	3500.88	3517.74	3486.07	3506.94	-4.02	-0.11	0.902	32600933000	390355320000	
2021-05-21,五	3510.84	3518.38	3479.67	3486.56	-20.38	-0.58	1.10	28382629000	356025930000	
2021-05-24,一	3486.27	3498.30	3469.87	3497.28	+10.72	0.31	0.815	28950924000	367181630000	
2021-05-25,二	3502.54	3584.58	3502.44	3581.34	+84.06	2.40	2.35	34124113000	472213530000	
2021-05-26,三	3586.84	3603.49	3585.37	3593.36	+12.02	0.34	0.506	34198029000	455831260000	
2021-05-27,四	3585.73	3626.36	3579.26	3608.85	+15.49	0.43	1.31	30955149000	429004240000	
2021-05-28,五	3610.77	3622.18	3582.36	3600.78	-8.07	-0.22	1.10	34920883000	452445030000	
2021-05-31,一	3600.07	3615.66	3580.65	3615.48	+14.70	0.41	0.972	33152377000	449694380000	
2021-06-01,二	3608.60	3626.07	3581.91	3624.71	+9.23	0.26	1.22	35281141000	471663100000	
2021-06-02,三	3626.33	3629.29	3584.60	3597.14	-27.57	-0.76	1.23	34855842000	454678070000	
2021-06-03,四	3595.42	3618.51	3584.21	3584.21	-12.93	-0.36	0.954	35423303000	443506530000	
2021-06-04,五	3565.47	3618.80	3561.89	3591.84	+7.63	0.21	1.59	33089304000	435280520000	
2021-06-07,一	3597.14	3600.38	3581.90	3599.54	+7.70	0.21	0.514	30371868000	432219950000	
2021-06-08,二	3598.75	3621.52	3563.25	3580.11	-19.43	-0.54	1.62	30449147000	443161810000	
2021-06-09,三	3576.80	3598.71	3572.64	3591.40	+11.29	0.32	0.728	29832330000	403236320000	
2021-06-10,四	3587.53	3624.34	3584.13	3610.86	+19.46	0.54	1.12	31817481000	442117290000	
2021-06-11,五	3614.11	3614.40	3587.15	3589.75	-21.11	-0.58	0.755	36055497000	495372690000	
2021-06-15,二	3587.47	3592.95	3547.19	3556.56	-33.19	-0.92	1.27	34916857000	444719200000	
2021-06-16,三	3556.71	3561.09	3513.56	3518.33	-38.23	-1.07	1.34	31259731000	410609310000	
2021-06-17,四	3508.32	3534.20	3507.35	3525.60	+7.27	0.21	0.763	27722992000	388761040000	
2021-06-18,五	3520.50	3535.62	3503.18	3525.10	-0.50	-0.01	0.920	29670859000	446297400000	
2021-06-21,一	3515.50	3540.30	3504.01	3529.18	+4.08	0.12	1.03	28089828000	426562790000	
2021-06-22,二	3539.79	3560.19	3536.81	3557.41	+28.23	0.80	0.662	30753640000	437092260000	
2021-06-23,三	3559.40	3577.47	3549.85	3566.22	+8.81	0.25	0.776	31070952000	470347640000	
2021-06-24,四	3568.58	3570.49	3548.82	3566.65	+0.43	0.01	0.608	33544075000	461273600000	
2021-06-25,五	3567.38	3614.30	3564.52	3607.56	+40.91	1.15	1.40	34608783000	483898970000	
2021-06-28,一	3612.25	3614.36	3594.22	3606.37	-1.19	-0.03	0.558	32127497000	456029590000	
2021-06-29,二	3601.68	3601.83	3570.53	3573.18	-33.19	-0.92	0.868	30607118000	440898710000	
2021-06-30,三	3572.62	3594.12	3569.50	3591.20	+18.02	0.50	0.689	26816282000	414698380000	
2021-07-01,四	3600.55	3607.70	3573.94	3588.78	-2.42	-0.07	0.940	29188319000	450639040000	
2021-07-02,五	3569.89	3569.89	3514.34	3518.76	-70.02	-1.95	1.55	29194555000	452263190000	
2021-07-05,一	3516.92	3534.32	3510.58	3534.32	+15.56	0.44	0.675	28809484000	445431940000	
2021-07-06,二	3533.13	3538.35	3496.93	3530.26	-4.06	-0.11	1.17	31407021000	492886900000	
2021-07-07,三	3508.59	3557.88	3504.47	3553.72	+23.46	0.66	1.51	31883919000	457607650000	
2021-07-08,四	3557.22	3558.68	3521.06	3525.50	-28.22	-0.79	1.06	35087786000	526858670000	
2021-07-09,五	3512.23	3529.31	3485.05	3524.09	-1.41	-0.04	1.26	34988432000	493020840000	
2021-07-12,一	3545.20	3565.03	3527.39	3547.84	+23.75	0.67	1.07	40363956000	564759280000	
2021-07-13,二	3547.59	3567.48	3542.82	3566.52	+18.68	0.53	0.695	36241671000	511917230000	
2021-07-14,三	3560.83	3560.83	3525.49	3528.50	-38.02	-1.07	0.991	37222172000	507716420000	
2021-07-15,四	3519.06	3565.93	3514.26	3564.59	+36.09	1.02	1.46	36325916000	507481840000	
2021-07-16,五	3559.53	3566.00	3537.73	3539.30	-25.29	-0.71	0.793	36601478000	518640630000	
2021-07-19,一	3530.49	3544.88	3506.34	3539.12	-0.18	-0.01	1.09	33676095000	486952460000	
2021-07-20,二	3515.07	3538.64	3509.19	3536.79	-2.33	-0.07	0.832	29378059000	422649890000	
2021-07-21,三	3543.05	3569.09	3543.05	3562.66	+25.87	0.73	0.736	33897875000	517239990000	
2021-07-22,四	3563.66	3576.47	3558.29	3574.73	+12.07	0.34	0.510	38106705000	566769500000	
2021-07-23,五	3571.72	3571.85	3541.51	3550.40	-24.33	-0.68	0.849	44642125000	604195150000	
2021-07-26,一	3538.01	3538.01	3424.74	3467.44	-82.96	-2.34	3.19	44288220000	639061190000	
2021-07-27,二	3467.45	3483.87	3380.28	3381.18	-86.26	-2.49	2.99	46907544000	702741090000	
2021-07-28,三	3355.82	3385.54	3312.72	3361.59	-19.59	-0.58	2.15	39582542000	564697720000	
2021-07-29,四	3403.84	3416.61	3382.57	3411.72	+50.13	1.49	1.01	34456943000	539748860000	
2021-07-30,五	3398.20	3404.88	3370.45	3397.36	-14.36	-0.42	1.01	38144096000	568820970000	
2021-08-02,一	3385.69	3464.29	3367.64	3464.29	+66.93	1.97	2.84	43292787000	657885780000	
2021-08-03,二	3446.78	3470.66	3435.46	3447.99	-16.30	-0.47	1.02	40069808000	603419200000	
2021-08-04,三	3442.94	3477.60	3440.78	3477.22	+29.23	0.85	1.07	34874422000	546820760000	
2021-08-05,四	3461.72	3486.16	3449.39	3466.55	-10.67	-0.31	1.06	34843692000	540401110000	
2021-08-06,五	3465.48	3466.39	3436.93	3458.23	-8.32	-0.24	0.850	33682440000	516406640000	
2021-08-09,一	3441.75	3502.84	3438.70	3494.63	+36.40	1.05	1.85	34991009000	539498930000	
2021-08-10,二	3488.66	3529.93	3477.06	3529.93	+35.30	1.01	1.51	34511299000	553440310000	
2021-08-11,三	3527.11	3544.09	3524.04	3532.62	+2.69	0.08	0.568	38378355000	541942730000	
2021-08-12,四	3522.72	3538.40	3513.45	3524.74	-7.88	-0.22	0.706	38107459000	538163450000	
2021-08-13,五	3514.47	3540.08	3500.80	3516.30	-8.44	-0.24	1.11	37818728000	532907850000	
2021-08-16,一	3514.34	3537.85	3510.90	3517.34	+1.04	0.03	0.766	39109972000	535458940000	
2021-08-17,二	3512.11	3531.72	3438.12	3446.98	-70.36	-2.00	2.66	42288580000	570430620000	
2021-08-18,三	3442.35	3487.44	3437.69	3485.29	+38.31	1.11	1.44	38920376000	535463070000	
2021-08-19,四	3475.30	3480.46	3446.01	3465.55	-19.74	-0.57	0.988	38238303000	537926520000	
2021-08-20,五	3442.51	3453.15	3394.97	3427.33	-38.22	-1.10	1.68	39113692000	552667600000	
2021-08-23,一	3436.80	3481.25	3436.67	3477.13	+49.80	1.45	1.30	38472744000	564308160000	
2021-08-24,二	3482.27	3522.70	3481.14	3514.47	+37.34	1.07	1.20	43023646000	616084140000	
2021-08-25,三	3517.92	3540.39	3510.07	3540.38	+25.91	0.74	0.863	45004702000	598611870000	
2021-08-26,四	3537.31	3537.32	3499.45	3501.66	-38.72	-1.09	1.07	50290315000	622393480000	
2021-08-27,五	3494.42	3530.19	3493.38	3522.16	+20.50	0.59	1.05	45534591000	595518690000	
2021-08-30,一	3535.07	3539.49	3512.99	3528.15	+5.99	0.17	0.752	51278572000	699116240000	
2021-08-31,二	3519.02	3543.94	3496.39	3543.94	+15.79	0.45	1.35	52420506000	703504820000	
2021-09-01,三	3543.87	3582.32	3514.67	3567.10	+23.16	0.65	1.91	66727631000	842528980000	
2021-09-02,四	3559.90	3597.37	3557.68	3597.04	+29.94	0.84	1.11	57268404000	691113290000	
2021-09-03,五	3602.74	3613.95	3569.40	3581.73	-15.31	-0.43	1.24	61453235000	743840780000	
2021-09-06,一	3580.14	3626.29	3580.14	3621.86	+40.13	1.12	1.29	52171328000	654085730000	
2021-09-07,二	3621.71	3681.93	3615.14	3676.59	+54.73	1.51	1.84	54772188000	658867920000	
2021-09-08,三	3673.40	3695.32	3661.00	3675.19	-1.40	-0.04	0.933	58643619000	674348480000	
2021-09-09,四	3666.82	3693.45	3662.16	3693.13	+17.94	0.49	0.851	60481033000	679465420000	
2021-09-10,五	3691.19	3722.87	3681.64	3703.11	+9.98	0.27	1.12	63520043000	759084640000	
2021-09-13,一	3699.25	3716.83	3692.82	3715.37	+12.26	0.33	0.648	55748402000	696192350000	
2021-09-14,二	3709.63	3723.85	3655.63	3662.60	-52.77	-1.42	1.84	56495239000	693778090000	
2021-09-15,三	3651.16	3677.53	3638.32	3656.22	-6.38	-0.17	1.07	47497000000	604231540000	
2021-09-16,四	3664.84	3677.92	3606.73	3607.09	-49.13	-1.34	1.95	54674147000	673955340000	
2021-09-17,五	3595.27	3620.96	3569.27	3613.97	+6.88	0.19	1.43	51685021000	628834390000	
2021-09-22,三	3563.21	3629.45	3560.50	3628.49	+14.52	0.40	1.91	47229605000	559874730000	
2021-09-23,四	3651.27	3670.95	3632.28	3642.22	+13.73	0.38	1.07	53499549000	633218930000	
2021-09-24,五	3637.87	3651.43	3607.79	3613.07	-29.15	-0.80	1.20	50730477000	606788610000	
2021-09-27,一	3625.96	3640.81	3559.92	3582.83	-30.24	-0.84	2.24	51080280000	640673650000	
2021-09-28,二	3577.89	3610.92	3568.82	3602.22	+19.39	0.54	1.18	44416881000	500082000000	
2021-09-29,三	3573.52	3573.52	3518.05	3536.29	-65.93	-1.83	1.54	45251115000	511106930000	
2021-09-30,四	3541.93	3572.43	3541.93	3568.17	+31.88	0.90	0.862	39562963000	445734700000	
2021-10-08,五	3609.09	3612.55	3571.73	3592.17	+24.00	0.67	1.14	40716115000	492964830000	
2021-10-11,一	3600.36	3614.70	3586.75	3591.71	-0.46	-0.01	0.778	39436116000	468673830000	
2021-10-12,二	3581.30	3583.64	3515.14	3546.94	-44.77	-1.25	1.91	40539375000	461983490000	
2021-10-13,三	3543.49	3569.13	3515.65	3561.76	+14.82	0.42	1.51	32505067000	405020010000	
2021-10-14,四	3555.11	3569.69	3547.18	3558.28	-3.48	-0.10	0.632	29496920000	377519260000	
2021-10-15,五	3551.99	3578.77	3542.69	3572.37	+14.09	0.40	1.01	32029298000	425924720000	
2021-10-18,一	3571.05	3571.05	3539.48	3568.14	-4.23	-0.12	0.884	34095062000	455787890000	
2021-10-19,二	3562.30	3596.79	3560.62	3593.15	+25.01	0.70	1.01	33419765000	440181530000	
2021-10-20,三	3583.24	3596.05	3574.30	3587.00	-6.15	-0.17	0.605	34424501000	450482950000	
2021-10-21,四	3590.05	3610.96	3576.35	3594.78	+7.78	0.22	0.965	35231087000	453571670000	
2021-10-22,五	3594.75	3607.58	3578.76	3582.60	-12.18	-0.34	0.802	35315720000	455441250000	
2021-10-25,一	3574.26	3611.09	3564.21	3609.86	+27.26	0.76	1.31	32119682000	443961630000	
2021-10-26,二	3612.83	3625.02	3589.71	3597.64	-12.22	-0.34	0.978	33727829000	465179590000	
2021-10-27,三	3589.86	3589.86	3553.13	3562.31	-35.33	-0.98	1.02	35062094000	470777790000	
2021-10-28,四	3548.70	3552.04	3509.49	3518.42	-43.89	-1.23	1.19	37817167000	502982770000	
2021-10-29,五	3519.33	3547.34	3502.80	3547.34	+28.92	0.82	1.27	35880938000	527231830000	
2021-11-01,一	3530.40	3556.59	3519.29	3544.48	-2.86	-0.08	1.05	38225133000	564100260000	
2021-11-02,二	3543.38	3559.05	3477.66	3505.63	-38.85	-1.10	2.30	41756317000	585519470000	
2021-11-03,三	3501.11	3512.61	3480.49	3498.54	-7.09	-0.20	0.916	30660767000	449115130000	
2021-11-04,四	3505.89	3527.95	3503.01	3526.87	+28.33	0.81	0.713	31944083000	468829180000	
2021-11-05,五	3520.21	3525.87	3491.46	3491.57	-35.30	-1.00	0.976	35453357000	485823220000	
2021-11-08,一	3491.97	3507.27	3484.24	3498.63	+7.06	0.20	0.660	29818372000	421968080000	
2021-11-09,二	3507.11	3514.95	3489.04	3507.00	+8.37	0.24	0.741	28731599000	421200700000	
2021-11-10,三	3498.94	3498.94	3448.44	3492.46	-14.54	-0.41	1.44	30703071000	443112740000	
2021-11-11,四	3486.45	3534.20	3482.83	3532.79	+40.33	1.15	1.47	32208796000	464803860000	
2021-11-12,五	3534.15	3543.65	3527.39	3539.10	+6.31	0.18	0.460	30868335000	443398370000	
2021-11-15,一	3542.90	3550.44	3521.29	3533.30	-5.80	-0.16	0.824	31301761000	464065410000	
2021-11-16,二	3530.46	3549.77	3517.81	3521.79	-11.51	-0.33	0.905	31039991000	444700780000	
2021-11-17,三	3518.56	3537.51	3513.52	3537.37	+15.58	0.44	0.681	27673567000	401552320000	
2021-11-18,四	3531.49	3537.98	3513.11	3520.71	-16.66	-0.47	0.703	31242693000	432898310000	
2021-11-19,五	3519.28	3561.91	3517.65	3560.37	+39.66	1.13	1.26	31798998000	440593610000	
2021-11-22,一	3562.76	3585.19	3562.75	3582.08	+21.71	0.61	0.630	33000939000	509123410000	
2021-11-23,二	3580.51	3598.37	3577.36	3589.09	+7.01	0.20	0.587	36001159000	508083890000	
2021-11-24,三	3590.02	3602.74	3575.29	3592.70	+3.61	0.10	0.765	33677525000	481020420000	
2021-11-25,四	3593.39	3597.15	3579.53	3584.18	-8.52	-0.24	0.490	30645152000	450558840000	
2021-11-26,五	3576.11	3576.11	3554.88	3564.09	-20.09	-0.56	0.592	30100007000	434625240000	
2021-11-29,一	3528.67	3563.68	3526.36	3562.70	-1.39	-0.04	1.05	33361833000	490038170000	
2021-11-30,二	3570.75	3582.12	3546.36	3563.89	+1.19	0.03	1.00	34918794000	493605520000	
2021-12-01,三	3561.89	3576.89	3558.69	3576.89	+13.00	0.36	0.511	32987352000	467522790000	
2021-12-02,四	3573.25	3586.87	3567.14	3573.84	-3.05	-0.09	0.552	35404152000	468424830000	
2021-12-03,五	3576.45	3608.47	3573.21	3607.43	+33.59	0.94	0.987	37755105000	493565550000	
2021-12-06,一	3615.24	3626.13	3586.81	3589.31	-18.12	-0.50	1.09	41867674000	528229670000	
2021-12-07,二	3611.22	3614.22	3572.57	3595.09	+5.78	0.16	1.16	40384259000	524119460000	
2021-12-08,三	3602.82	3637.72	3591.99	3637.57	+42.48	1.18	1.27	36103666000	486034350000	
2021-12-09,四	3641.16	3688.40	3638.70	3673.04	+35.47	0.98	1.37	43191816000	568529390000	
2021-12-10,五	3654.37	3667.85	3651.35	3666.35	-6.69	-0.18	0.449	41998880000	556324240000	
